fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,alcohol_scaled,volatile_scaled,sulphates_scaled,citric_acid_scaled,alc_minus_volatile_scaled
9.0,0.43,0.34,2.5,0.08,26.0,86.0,0.9987,3.38,0.62,9.5,6,0.1692307692307693,0.21232876712328763,0.17365269461077845,0.34,-0.043097997892518336
9.1,0.45,0.35,2.4,0.08,23.0,78.0,0.9987,3.38,0.62,9.5,5,0.1692307692307693,0.226027397260274,0.17365269461077845,0.35,-0.05679662802950469
7.1,0.735,0.16,1.9,0.1,15.0,77.0,0.9966,3.27,0.64,9.3,5,0.13846153846153864,0.4212328767123288,0.18562874251497005,0.16,-0.28277133825079015
9.9,0.4,0.53,6.7,0.097,6.0,19.0,0.9986,3.27,0.82,11.7,7,0.5076923076923077,0.1917808219178082,0.2934131736526946,0.53,0.31591148577449946
8.8,0.52,0.34,2.7,0.087,24.0,122.0,0.9982,3.26,0.61,9.5,5,0.1692307692307693,0.273972602739726,0.16766467065868265,0.34,-0.10474183350895672
8.6,0.725,0.24,6.6,0.117,31.0,134.0,1.0014,3.32,1.07,9.3,5,0.13846153846153864,0.41438356164383555,0.44311377245508987,0.24,-0.2759220231822969
10.6,0.48,0.64,2.2,0.111,6.0,20.0,0.997,3.26,0.66,11.7,6,0.5076923076923077,0.2465753424657534,0.1976047904191617,0.64,0.26111696522655425
7.0,0.58,0.12,1.9,0.091,34.0,124.0,0.9956,3.44,0.48,10.5,5,0.32307692307692304,0.3150684931506849,0.08982035928143708,0.12,0.008008429926238125
11.9,0.38,0.51,2.0,0.121,7.0,20.0,0.9996,3.24,0.76,10.4,6,0.3076923076923077,0.1780821917808219,0.2574850299401198,0.51,0.1296101159114858
6.8,0.77,0.0,1.8,0.066,34.0,52.0,0.9976,3.62,0.68,9.9,5,0.23076923076923084,0.4452054794520548,0.2095808383233533,0.0,-0.21443624868282396
9.5,0.56,0.33,2.4,0.089,35.0,67.0,0.9972,3.28,0.73,11.8,7,0.5230769230769232,0.30136986301369867,0.2395209580838323,0.33,0.22170706006322455
6.6,0.84,0.03,2.3,0.059,32.0,48.0,0.9952,3.52,0.56,12.3,7,0.6000000000000001,0.4931506849315068,0.13772455089820365,0.03,0.10684931506849327
7.7,0.96,0.2,2.0,0.047,15.0,60.0,0.9955,3.36,0.44,10.9,5,0.3846153846153846,0.5753424657534246,0.06586826347305388,0.2,-0.19072708113804004
10.5,0.24,0.47,2.1,0.066,6.0,24.0,0.9978,3.15,0.9,11.0,7,0.40000000000000013,0.0821917808219178,0.3413173652694611,0.47,0.31780821917808233
7.7,0.96,0.2,2.0,0.047,15.0,60.0,0.9955,3.36,0.44,10.9,5,0.3846153846153846,0.5753424657534246,0.06586826347305388,0.2,-0.19072708113804004
6.6,0.84,0.03,2.3,0.059,32.0,48.0,0.9952,3.52,0.56,12.3,7,0.6000000000000001,0.4931506849315068,0.13772455089820365,0.03,0.10684931506849327
6.4,0.67,0.08,2.1,0.045,19.0,48.0,0.9949,3.49,0.49,11.4,6,0.4615384615384617,0.3767123287671233,0.09580838323353294,0.08,0.08482613277133838
9.5,0.78,0.22,1.9,0.077,6.0,32.0,0.9988,3.26,0.56,10.6,6,0.33846153846153837,0.452054794520548,0.13772455089820365,0.22,-0.1135932560590096
9.1,0.52,0.33,1.3,0.07,9.0,30.0,0.9978,3.24,0.6,9.3,5,0.13846153846153864,0.273972602739726,0.1616766467065868,0.33,-0.13551106427818738
12.8,0.84,0.63,2.4,0.088,13.0,35.0,0.9997,3.1,0.6,10.4,6,0.3076923076923077,0.4931506849315068,0.1616766467065868,0.63,-0.1854583772391991
10.5,0.24,0.47,2.1,0.066,6.0,24.0,0.9978,3.15,0.9,11.0,7,0.40000000000000013,0.0821917808219178,0.3413173652694611,0.47,0.31780821917808233
7.8,0.55,0.35,2.2,0.074,21.0,66.0,0.9974,3.25,0.56,9.2,5,0.12307692307692308,0.2945205479452055,0.13772455089820365,0.35,-0.1714436248682824
11.9,0.37,0.69,2.3,0.078,12.0,24.0,0.9958,3.0,0.65,12.8,6,0.676923076923077,0.17123287671232873,0.1916167664670659,0.69,0.5056902002107482
12.3,0.39,0.63,2.3,0.091,6.0,18.0,1.0004,3.16,0.49,9.5,5,0.1692307692307693,0.18493150684931509,0.09580838323353294,0.63,-0.01570073761854579
10.4,0.41,0.55,3.2,0.076,22.0,54.0,0.9996,3.15,0.89,9.9,6,0.23076923076923084,0.19863013698630133,0.33532934131736536,0.55,0.032139093782929506
12.3,0.39,0.63,2.3,0.091,6.0,18.0,1.0004,3.16,0.49,9.5,5,0.1692307692307693,0.18493150684931509,0.09580838323353294,0.63,-0.01570073761854579
8.0,0.67,0.3,2.0,0.06,38.0,62.0,0.9958,3.26,0.56,10.2,6,0.2769230769230768,0.3767123287671233,0.13772455089820365,0.3,-0.09978925184404647
11.1,0.45,0.73,3.2,0.066,6.0,22.0,0.9986,3.17,0.66,11.2,6,0.4307692307692308,0.226027397260274,0.1976047904191617,0.73,0.2047418335089568
10.4,0.41,0.55,3.2,0.076,22.0,54.0,0.9996,3.15,0.89,9.9,6,0.23076923076923084,0.19863013698630133,0.33532934131736536,0.55,0.032139093782929506
7.0,0.62,0.18,1.5,0.062,7.0,50.0,0.9951,3.08,0.6,9.3,5,0.13846153846153864,0.3424657534246575,0.1616766467065868,0.18,-0.20400421496311888
12.6,0.31,0.72,2.2,0.072,6.0,29.0,0.9987,2.88,0.82,9.8,8,0.2153846153846155,0.13013698630136986,0.2934131736526946,0.72,0.08524762908324565
11.9,0.4,0.65,2.15,0.068,7.0,27.0,0.9988,3.06,0.68,11.3,6,0.44615384615384635,0.1917808219178082,0.2095808383233533,0.65,0.25437302423603814
15.6,0.685,0.76,3.7,0.1,6.0,43.0,1.0032,2.95,0.68,11.2,7,0.4307692307692308,0.386986301369863,0.2095808383233533,0.76,0.04378292939936779
10.0,0.44,0.49,2.7,0.077,11.0,19.0,0.9963,3.23,0.63,11.6,7,0.49230769230769234,0.2191780821917808,0.17964071856287425,0.49,0.2731296101159115
5.3,0.57,0.01,1.7,0.054,5.0,27.0,0.9934,3.57,0.84,12.5,7,0.6307692307692307,0.30821917808219174,0.3053892215568863,0.01,0.322550052687039
9.5,0.735,0.1,2.1,0.079,6.0,31.0,0.9986,3.23,0.56,10.1,6,0.2615384615384615,0.4212328767123288,0.13772455089820365,0.1,-0.1596944151738673
12.5,0.38,0.6,2.6,0.081,31.0,72.0,0.9996,3.1,0.73,10.5,5,0.32307692307692304,0.1780821917808219,0.2395209580838323,0.6,0.14499473129610113
9.3,0.48,0.29,2.1,0.127,6.0,16.0,0.9968,3.22,0.72,11.2,5,0.4307692307692308,0.2465753424657534,0.2335329341317365,0.29,0.18419388830347738
8.6,0.53,0.22,2.0,0.1,7.0,27.0,0.9967,3.2,0.56,10.2,6,0.2769230769230768,0.2808219178082192,0.13772455089820365,0.22,-0.003898840885142363
11.9,0.39,0.69,2.8,0.095,17.0,35.0,0.9994,3.1,0.61,10.8,6,0.36923076923076925,0.18493150684931509,0.16766467065868265,0.69,0.18429926238145417
11.9,0.39,0.69,2.8,0.095,17.0,35.0,0.9994,3.1,0.61,10.8,6,0.36923076923076925,0.18493150684931509,0.16766467065868265,0.69,0.18429926238145417
8.4,0.37,0.53,1.8,0.413,9.0,26.0,0.9979,3.06,1.06,9.1,6,0.10769230769230775,0.17123287671232873,0.4371257485029941,0.53,-0.06354056902002098
6.8,0.56,0.03,1.7,0.084,18.0,35.0,0.9968,3.44,0.63,10.0,6,0.24615384615384617,0.30136986301369867,0.17964071856287425,0.03,-0.0552160168598525
10.4,0.33,0.63,2.8,0.084,5.0,22.0,0.9998,3.26,0.74,11.2,7,0.4307692307692308,0.14383561643835616,0.24550898203592816,0.63,0.2869336143308746
7.0,0.23,0.4,1.6,0.063,21.0,67.0,0.9952,3.5,0.63,11.1,5,0.41538461538461546,0.07534246575342465,0.17964071856287425,0.4,0.34004214963119084
11.3,0.62,0.67,5.2,0.086,6.0,19.0,0.9988,3.22,0.69,13.4,8,0.7692307692307694,0.3424657534246575,0.21556886227544905,0.67,0.42676501580611187
8.9,0.59,0.39,2.3,0.095,5.0,22.0,0.9986,3.37,0.58,10.3,5,0.2923076923076924,0.32191780821917804,0.1497005988023952,0.39,-0.029610115911485657
9.2,0.63,0.21,2.7,0.097,29.0,65.0,0.9988,3.28,0.58,9.6,5,0.18461538461538463,0.3493150684931507,0.1497005988023952,0.21,-0.16469968387776607
10.4,0.33,0.63,2.8,0.084,5.0,22.0,0.9998,3.26,0.74,11.2,7,0.4307692307692308,0.14383561643835616,0.24550898203592816,0.63,0.2869336143308746
11.6,0.58,0.66,2.2,0.074,10.0,47.0,1.0008,3.25,0.57,9.0,3,0.0923076923076922,0.3150684931506849,0.1437125748502994,0.66,-0.2227608008429927
9.2,0.43,0.52,2.3,0.083,14.0,23.0,0.9976,3.35,0.61,11.3,6,0.44615384615384635,0.21232876712328763,0.16766467065868265,0.52,0.2338250790305587
8.3,0.615,0.22,2.6,0.087,6.0,19.0,0.9982,3.26,0.61,9.3,5,0.13846153846153864,0.3390410958904109,0.16766467065868265,0.22,-0.2005795574288723
11.0,0.26,0.68,2.55,0.085,10.0,25.0,0.997,3.18,0.61,11.8,5,0.5230769230769232,0.0958904109589041,0.16766467065868265,0.68,0.4271865121180191
8.1,0.66,0.7,2.2,0.098,25.0,129.0,0.9972,3.08,0.53,9.0,5,0.0923076923076922,0.3698630136986301,0.1197604790419162,0.7,-0.2775553213909379
11.5,0.315,0.54,2.1,0.084,5.0,15.0,0.9987,2.98,0.7,9.2,6,0.12307692307692308,0.13356164383561644,0.2215568862275449,0.54,-0.010484720758693361
10.0,0.29,0.4,2.9,0.098,10.0,26.0,1.0006,3.48,0.91,9.7,5,0.19999999999999996,0.11643835616438356,0.34730538922155696,0.4,0.0835616438356164
10.3,0.5,0.42,2.0,0.069,21.0,51.0,0.9982,3.16,0.72,11.5,6,0.476923076923077,0.2602739726027397,0.2335329341317365,0.42,0.2166491043203373
8.8,0.46,0.45,2.6,0.065,7.0,18.0,0.9947,3.32,0.79,14.0,6,0.8615384615384618,0.2328767123287671,0.27544910179640725,0.45,0.6286617492096946
11.4,0.36,0.69,2.1,0.09,6.0,21.0,1.0,3.17,0.62,9.2,6,0.12307692307692308,0.1643835616438356,0.17365269461077845,0.69,-0.041306638566912524
8.7,0.82,0.02,1.2,0.07,36.0,48.0,0.9952,3.2,0.58,9.8,5,0.2153846153846155,0.47945205479452047,0.1497005988023952,0.02,-0.26406743940990496
13.0,0.32,0.65,2.6,0.093,15.0,47.0,0.9996,3.05,0.61,10.6,5,0.33846153846153837,0.136986301369863,0.16766467065868265,0.65,0.20147523709167536
9.6,0.54,0.42,2.4,0.081,25.0,52.0,0.997,3.2,0.71,11.4,6,0.4615384615384617,0.2876712328767123,0.2275449101796407,0.42,0.17386722866174936
12.5,0.37,0.55,2.6,0.083,25.0,68.0,0.9995,3.15,0.82,10.4,6,0.3076923076923077,0.17123287671232873,0.2934131736526946,0.55,0.13645943097997898
9.9,0.35,0.55,2.1,0.062,5.0,14.0,0.9971,3.26,0.79,10.6,5,0.33846153846153837,0.15753424657534243,0.27544910179640725,0.55,0.18092729188619594
10.5,0.28,0.51,1.7,0.08,10.0,24.0,0.9982,3.2,0.89,9.4,6,0.15384615384615397,0.10958904109589043,0.33532934131736536,0.51,0.04425711275026353
9.6,0.68,0.24,2.2,0.087,5.0,28.0,0.9988,3.14,0.6,10.2,5,0.2769230769230768,0.3835616438356165,0.1616766467065868,0.24,-0.10663856691253965
9.3,0.27,0.41,2.0,0.091,6.0,16.0,0.998,3.28,0.7,9.7,5,0.19999999999999996,0.10273972602739725,0.2215568862275449,0.41,0.0972602739726027
10.4,0.24,0.49,1.8,0.075,6.0,20.0,0.9977,3.18,1.06,11.0,6,0.40000000000000013,0.0821917808219178,0.4371257485029941,0.49,0.31780821917808233
9.6,0.68,0.24,2.2,0.087,5.0,28.0,0.9988,3.14,0.6,10.2,5,0.2769230769230768,0.3835616438356165,0.1616766467065868,0.24,-0.10663856691253965
9.4,0.685,0.11,2.7,0.077,6.0,31.0,0.9984,3.19,0.7,10.1,6,0.2615384615384615,0.386986301369863,0.2215568862275449,0.11,-0.1254478398314015
10.6,0.28,0.39,15.5,0.069,6.0,23.0,1.0026,3.12,0.66,9.2,5,0.12307692307692308,0.10958904109589043,0.1976047904191617,0.39,0.013487881981032651
9.4,0.3,0.56,2.8,0.08,6.0,17.0,0.9964,3.15,0.92,11.7,8,0.5076923076923077,0.1232876712328767,0.3532934131736528,0.56,0.38440463645943096
10.6,0.36,0.59,2.2,0.152,6.0,18.0,0.9986,3.04,1.05,9.4,5,0.15384615384615397,0.1643835616438356,0.43113772455089827,0.59,-0.010537407797681642
10.6,0.36,0.6,2.2,0.152,7.0,18.0,0.9986,3.04,1.06,9.4,5,0.15384615384615397,0.1643835616438356,0.4371257485029941,0.6,-0.010537407797681642
10.6,0.44,0.68,4.1,0.114,6.0,24.0,0.997,3.06,0.66,13.4,6,0.7692307692307694,0.2191780821917808,0.1976047904191617,0.68,0.5500526870389886
10.2,0.67,0.39,1.9,0.054,6.0,17.0,0.9976,3.17,0.47,10.0,5,0.24615384615384617,0.3767123287671233,0.08383233532934128,0.39,-0.13055848261327713
10.2,0.67,0.39,1.9,0.054,6.0,17.0,0.9976,3.17,0.47,10.0,5,0.24615384615384617,0.3767123287671233,0.08383233532934128,0.39,-0.13055848261327713
10.2,0.645,0.36,1.8,0.053,5.0,14.0,0.9982,3.17,0.42,10.0,6,0.24615384615384617,0.3595890410958904,0.053892215568862284,0.36,-0.11343519494204424
11.6,0.32,0.55,2.8,0.081,35.0,67.0,1.0002,3.32,0.92,10.8,7,0.36923076923076925,0.136986301369863,0.3532934131736528,0.55,0.23224446786090625
9.3,0.39,0.4,2.6,0.073,10.0,26.0,0.9984,3.34,0.75,10.2,6,0.2769230769230768,0.18493150684931509,0.25149700598802394,0.4,0.09199157007376174
9.3,0.775,0.27,2.8,0.078,24.0,56.0,0.9984,3.31,0.67,10.6,6,0.33846153846153837,0.4486301369863014,0.2035928143712575,0.27,-0.11016859852476302
9.2,0.41,0.5,2.5,0.055,12.0,25.0,0.9952,3.34,0.79,13.3,7,0.753846153846154,0.19863013698630133,0.27544910179640725,0.5,0.5552160168598528
8.9,0.4,0.51,2.6,0.052,13.0,27.0,0.995,3.32,0.9,13.4,7,0.7692307692307694,0.1917808219178082,0.3413173652694611,0.51,0.5774499473129612
8.7,0.69,0.31,3.0,0.086,23.0,81.0,1.0002,3.48,0.74,11.6,6,0.49230769230769234,0.39041095890410954,0.24550898203592816,0.31,0.1018967334035828
6.5,0.39,0.23,8.3,0.051,28.0,91.0,0.9952,3.44,0.55,12.1,6,0.5692307692307692,0.18493150684931509,0.1317365269461078,0.23,0.3842992623814541
10.7,0.35,0.53,2.6,0.07,5.0,16.0,0.9972,3.15,0.65,11.0,8,0.40000000000000013,0.15753424657534243,0.1916167664670659,0.53,0.2424657534246577
7.8,0.52,0.25,1.9,0.081,14.0,38.0,0.9984,3.43,0.65,9.0,6,0.0923076923076922,0.273972602739726,0.1916167664670659,0.25,-0.1816649104320338
7.2,0.34,0.32,2.5,0.09,43.0,113.0,0.9966,3.32,0.79,11.1,5,0.41538461538461546,0.15068493150684933,0.27544910179640725,0.32,0.2646996838777661
10.7,0.35,0.53,2.6,0.07,5.0,16.0,0.9972,3.15,0.65,11.0,8,0.40000000000000013,0.15753424657534243,0.1916167664670659,0.53,0.2424657534246577
8.7,0.69,0.31,3.0,0.086,23.0,81.0,1.0002,3.48,0.74,11.6,6,0.49230769230769234,0.39041095890410954,0.24550898203592816,0.31,0.1018967334035828
7.8,0.52,0.25,1.9,0.081,14.0,38.0,0.9984,3.43,0.65,9.0,6,0.0923076923076922,0.273972602739726,0.1916167664670659,0.25,-0.1816649104320338
10.4,0.44,0.73,6.55,0.074,38.0,76.0,0.999,3.17,0.85,12.0,7,0.5538461538461539,0.2191780821917808,0.31137724550898205,0.73,0.33466807165437307
10.4,0.44,0.73,6.55,0.074,38.0,76.0,0.999,3.17,0.85,12.0,7,0.5538461538461539,0.2191780821917808,0.31137724550898205,0.73,0.33466807165437307
10.5,0.26,0.47,1.9,0.078,6.0,24.0,0.9976,3.18,1.04,10.9,7,0.3846153846153846,0.0958904109589041,0.4251497005988025,0.47,0.2887249736564805
10.5,0.24,0.42,1.8,0.077,6.0,22.0,0.9976,3.21,1.05,10.8,7,0.36923076923076925,0.0821917808219178,0.43113772455089827,0.42,0.28703898840885145
10.2,0.49,0.63,2.9,0.072,10.0,26.0,0.9968,3.16,0.78,12.5,7,0.6307692307692307,0.25342465753424653,0.2694610778443114,0.63,0.3773445732349842
10.4,0.24,0.46,1.8,0.075,6.0,21.0,0.9976,3.25,1.02,10.8,7,0.36923076923076925,0.0821917808219178,0.4131736526946108,0.46,0.28703898840885145
11.2,0.67,0.55,2.3,0.084,6.0,13.0,1.0,3.17,0.71,9.5,6,0.1692307692307693,0.3767123287671233,0.2275449101796407,0.55,-0.207481559536354
10.0,0.59,0.31,2.2,0.09,26.0,62.0,0.9994,3.18,0.63,10.2,6,0.2769230769230768,0.32191780821917804,0.17964071856287425,0.31,-0.04499473129610121
13.3,0.29,0.75,2.8,0.084,23.0,43.0,0.9986,3.04,0.68,11.4,7,0.4615384615384617,0.11643835616438356,0.2095808383233533,0.75,0.3451001053740781
12.4,0.42,0.49,4.6,0.073,19.0,43.0,0.9978,3.02,0.61,9.5,5,0.1692307692307693,0.2054794520547945,0.16766467065868265,0.49,-0.03624868282402521
10.0,0.59,0.31,2.2,0.09,26.0,62.0,0.9994,3.18,0.63,10.2,6,0.2769230769230768,0.32191780821917804,0.17964071856287425,0.31,-0.04499473129610121
10.7,0.4,0.48,2.1,0.125,15.0,49.0,0.998,3.03,0.81,9.7,6,0.19999999999999996,0.1917808219178082,0.28742514970059885,0.48,0.008219178082191747
10.5,0.51,0.64,2.4,0.107,6.0,15.0,0.9973,3.09,0.66,11.8,7,0.5230769230769232,0.2671232876712329,0.1976047904191617,0.64,0.2559536354056903
10.5,0.51,0.64,2.4,0.107,6.0,15.0,0.9973,3.09,0.66,11.8,7,0.5230769230769232,0.2671232876712329,0.1976047904191617,0.64,0.2559536354056903
8.5,0.655,0.49,6.1,0.122,34.0,151.0,1.001,3.31,1.14,9.3,5,0.13846153846153864,0.3664383561643836,0.4850299401197605,0.49,-0.22797681770284495
12.5,0.6,0.49,4.3,0.1,5.0,14.0,1.001,3.25,0.74,11.9,6,0.5384615384615385,0.3287671232876712,0.24550898203592816,0.49,0.20969441517386733
10.4,0.61,0.49,2.1,0.2,5.0,16.0,0.9994,3.16,0.63,8.4,3,0.0,0.33561643835616434,0.17964071856287425,0.49,-0.33561643835616434
10.9,0.21,0.49,2.8,0.088,11.0,32.0,0.9972,3.22,0.68,11.7,6,0.5076923076923077,0.06164383561643835,0.2095808383233533,0.49,0.4460484720758693
7.3,0.365,0.49,2.5,0.088,39.0,106.0,0.9966,3.36,0.78,11.0,5,0.40000000000000013,0.16780821917808217,0.2694610778443114,0.49,0.23219178082191796
9.8,0.25,0.49,2.7,0.088,15.0,33.0,0.9982,3.42,0.9,10.0,6,0.24615384615384617,0.08904109589041095,0.3413173652694611,0.49,0.1571127502634352
7.6,0.41,0.49,2.0,0.088,16.0,43.0,0.998,3.48,0.64,9.1,5,0.10769230769230775,0.19863013698630133,0.18562874251497005,0.49,-0.09093782929399358
8.2,0.39,0.49,2.3,0.099,47.0,133.0,0.9979,3.38,0.99,9.8,5,0.2153846153846155,0.18493150684931509,0.39520958083832336,0.49,0.03045310853530042
9.3,0.4,0.49,2.5,0.085,38.0,142.0,0.9978,3.22,0.55,9.4,5,0.15384615384615397,0.1917808219178082,0.1317365269461078,0.49,-0.03793466807165424
9.2,0.43,0.49,2.4,0.086,23.0,116.0,0.9976,3.23,0.64,9.5,5,0.1692307692307693,0.21232876712328763,0.18562874251497005,0.49,-0.043097997892518336
10.4,0.64,0.24,2.8,0.105,29.0,53.0,0.9998,3.24,0.67,9.9,5,0.23076923076923084,0.3561643835616438,0.2035928143712575,0.24,-0.12539515279241298
7.3,0.365,0.49,2.5,0.088,39.0,106.0,0.9966,3.36,0.78,11.0,5,0.40000000000000013,0.16780821917808217,0.2694610778443114,0.49,0.23219178082191796
7.0,0.38,0.49,2.5,0.097,33.0,85.0,0.9962,3.39,0.77,11.4,6,0.4615384615384617,0.1780821917808219,0.26347305389221565,0.49,0.28345626975763977
8.2,0.42,0.49,2.6,0.084,32.0,55.0,0.9988,3.34,0.75,8.7,6,0.04615384615384599,0.2054794520547945,0.25149700598802394,0.49,-0.15932560590094852
9.9,0.63,0.24,2.4,0.077,6.0,33.0,0.9974,3.09,0.57,9.4,5,0.15384615384615397,0.3493150684931507,0.1437125748502994,0.24,-0.19546891464699673
9.1,0.22,0.24,2.1,0.078,1.0,28.0,0.999,3.41,0.87,10.3,6,0.2923076923076924,0.0684931506849315,0.32335329341317365,0.24,0.22381454162276088
11.9,0.38,0.49,2.7,0.098,12.0,42.0,1.0004,3.16,0.61,10.3,5,0.2923076923076924,0.1780821917808219,0.16766467065868265,0.49,0.11422550052687047
11.9,0.38,0.49,2.7,0.098,12.0,42.0,1.0004,3.16,0.61,10.3,5,0.2923076923076924,0.1780821917808219,0.16766467065868265,0.49,0.11422550052687047
10.3,0.27,0.24,2.1,0.072,15.0,33.0,0.9956,3.22,0.66,12.8,6,0.676923076923077,0.10273972602739725,0.1976047904191617,0.24,0.5741833508956797
10.0,0.48,0.24,2.7,0.102,13.0,32.0,1.0,3.28,0.56,10.0,6,0.24615384615384617,0.2465753424657534,0.13772455089820365,0.24,-0.00042149631190724346
9.1,0.22,0.24,2.1,0.078,1.0,28.0,0.999,3.41,0.87,10.3,6,0.2923076923076924,0.0684931506849315,0.32335329341317365,0.24,0.22381454162276088
9.9,0.63,0.24,2.4,0.077,6.0,33.0,0.9974,3.09,0.57,9.4,5,0.15384615384615397,0.3493150684931507,0.1437125748502994,0.24,-0.19546891464699673
8.1,0.825,0.24,2.1,0.084,5.0,13.0,0.9972,3.37,0.77,10.7,6,0.3538461538461537,0.48287671232876705,0.26347305389221565,0.24,-0.12903055848261336
12.9,0.35,0.49,5.8,0.066,5.0,35.0,1.0014,3.2,0.66,12.0,7,0.5538461538461539,0.15753424657534243,0.1976047904191617,0.49,0.39631190727081145
11.2,0.5,0.74,5.15,0.1,5.0,17.0,0.9996,3.22,0.62,11.2,5,0.4307692307692308,0.2602739726027397,0.17365269461077845,0.74,0.17049525816649108
9.2,0.59,0.24,3.3,0.101,20.0,47.0,0.9988,3.26,0.67,9.6,5,0.18461538461538463,0.32191780821917804,0.2035928143712575,0.24,-0.1373024236037934
9.5,0.46,0.49,6.3,0.064,5.0,17.0,0.9988,3.21,0.73,11.0,6,0.40000000000000013,0.2328767123287671,0.2395209580838323,0.49,0.16712328767123302
9.3,0.715,0.24,2.1,0.07,5.0,20.0,0.9966,3.12,0.59,9.9,5,0.23076923076923084,0.40753424657534243,0.155688622754491,0.24,-0.1767650158061116
11.2,0.66,0.24,2.5,0.085,16.0,53.0,0.9993,3.06,0.72,11.0,6,0.40000000000000013,0.3698630136986301,0.2335329341317365,0.24,0.030136986301370017
14.3,0.31,0.74,1.8,0.075,6.0,15.0,1.0008,2.86,0.79,8.4,6,0.0,0.13013698630136986,0.27544910179640725,0.74,-0.13013698630136986
9.1,0.47,0.49,2.6,0.094,38.0,106.0,0.9982,3.08,0.59,9.1,5,0.10769230769230775,0.23972602739726023,0.155688622754491,0.49,-0.13203371970495248
7.5,0.55,0.24,2.0,0.078,10.0,28.0,0.9983,3.45,0.78,9.5,6,0.1692307692307693,0.2945205479452055,0.2694610778443114,0.24,-0.1252897787144362
10.6,0.31,0.49,2.5,0.067,6.0,21.0,0.9987,3.26,0.86,10.7,6,0.3538461538461537,0.13013698630136986,0.3173652694610779,0.49,0.22370916754478384
12.4,0.35,0.49,2.6,0.079,27.0,69.0,0.9994,3.12,0.75,10.4,6,0.3076923076923077,0.15753424657534243,0.25149700598802394,0.49,0.15015806111696528
9.0,0.53,0.49,1.9,0.171,6.0,25.0,0.9975,3.27,0.61,9.4,6,0.15384615384615397,0.2808219178082192,0.16766467065868265,0.49,-0.12697576396206522
6.8,0.51,0.01,2.1,0.074,9.0,25.0,0.9958,3.33,0.56,9.5,6,0.1692307692307693,0.2671232876712329,0.13772455089820365,0.01,-0.0978925184404636
9.4,0.43,0.24,2.8,0.092,14.0,45.0,0.998,3.19,0.73,10.0,6,0.24615384615384617,0.21232876712328763,0.2395209580838323,0.24,0.033825079030558536
9.5,0.46,0.24,2.7,0.092,14.0,44.0,0.998,3.12,0.74,10.0,6,0.24615384615384617,0.2328767123287671,0.24550898203592816,0.24,0.013277133825079057
5.0,1.04,0.24,1.6,0.05,32.0,96.0,0.9934,3.74,0.62,11.5,5,0.476923076923077,0.6301369863013698,0.17365269461077845,0.24,-0.15321390937829282
15.5,0.645,0.49,4.2,0.095,10.0,23.0,1.00315,2.92,0.74,11.1,5,0.41538461538461546,0.3595890410958904,0.24550898203592816,0.49,0.05579557428872506
15.5,0.645,0.49,4.2,0.095,10.0,23.0,1.00315,2.92,0.74,11.1,5,0.41538461538461546,0.3595890410958904,0.24550898203592816,0.49,0.05579557428872506
10.9,0.53,0.49,4.6,0.118,10.0,17.0,1.0002,3.07,0.56,11.7,6,0.5076923076923077,0.2808219178082192,0.13772455089820365,0.49,0.22687038988408847
15.6,0.645,0.49,4.2,0.095,10.0,23.0,1.00315,2.92,0.74,11.1,5,0.41538461538461546,0.3595890410958904,0.24550898203592816,0.49,0.05579557428872506
10.9,0.53,0.49,4.6,0.118,10.0,17.0,1.0002,3.07,0.56,11.7,6,0.5076923076923077,0.2808219178082192,0.13772455089820365,0.49,0.22687038988408847
13.0,0.47,0.49,4.3,0.085,6.0,47.0,1.0021,3.3,0.68,12.7,6,0.6615384615384614,0.23972602739726023,0.2095808383233533,0.49,0.4218124341412012
12.7,0.6,0.49,2.8,0.075,5.0,19.0,0.9994,3.14,0.57,11.4,5,0.4615384615384617,0.3287671232876712,0.1437125748502994,0.49,0.13277133825079046
9.0,0.44,0.49,2.4,0.078,26.0,121.0,0.9978,3.23,0.58,9.2,5,0.12307692307692308,0.2191780821917808,0.1497005988023952,0.49,-0.09610115911485773
9.0,0.54,0.49,2.9,0.094,41.0,110.0,0.9982,3.08,0.61,9.2,5,0.12307692307692308,0.2876712328767123,0.16766467065868265,0.49,-0.16459430979978923
7.6,0.29,0.49,2.7,0.092,25.0,60.0,0.9971,3.31,0.61,10.1,6,0.2615384615384615,0.11643835616438356,0.16766467065868265,0.49,0.14510010537407794
13.0,0.47,0.49,4.3,0.085,6.0,47.0,1.0021,3.3,0.68,12.7,6,0.6615384615384614,0.23972602739726023,0.2095808383233533,0.49,0.4218124341412012
12.7,0.6,0.49,2.8,0.075,5.0,19.0,0.9994,3.14,0.57,11.4,5,0.4615384615384617,0.3287671232876712,0.1437125748502994,0.49,0.13277133825079046
8.7,0.7,0.24,2.5,0.226,5.0,15.0,0.9991,3.32,0.6,9.0,6,0.0923076923076922,0.39726027397260266,0.1616766467065868,0.24,-0.30495258166491046
8.7,0.7,0.24,2.5,0.226,5.0,15.0,0.9991,3.32,0.6,9.0,6,0.0923076923076922,0.39726027397260266,0.1616766467065868,0.24,-0.30495258166491046
9.8,0.5,0.49,2.6,0.25,5.0,20.0,0.999,3.31,0.79,10.7,6,0.3538461538461537,0.2602739726027397,0.27544910179640725,0.49,0.09357218124341399
